Function ID	Function Name	Soil microbial communitie 3300051019	Soil microbial communitie 3300051162	Soil microbial communitie 3300051161	Soil microbial communitie 3300051208	Soil microbial communitie 3300051207	Soil microbial communitie 3300051206	Soil microbial communitie 3300052722	Soil microbial communitie 3300052920	Soil microbial communitie 3300052919	Soil microbial communitie 3300056874	Soil microbial communitie 3300056859	Soil microbial communitie 3300056873	Soil microbial communitie 3300056968	Soil microbial communitie 3300056860	Soil microbial communitie 3300056967	Soil microbial communitie 3300060290	Soil microbial communitie 3300056875	Soil microbial communitie 3300056969	Soil microbial communitie 3300056594	Soil microbial communitie 3300056862	Soil microbial communitie 3300056861	Soil microbial communitie 3300056611	Soil microbial communitie 3300056619	Soil microbial communitie 3300056620	Soil microbial communitie 3300056618	Soil microbial communitie 3300056612	Soil microbial communitie 3300056595	Soil microbial communitie 3300060274	Soil microbial communitie 3300061209	Soil microbial communitie 3300061208	Soil microbial communitie 3300060272	Soil microbial communitie 3300060271	Soil microbial communitie 3300060275	Soil microbial communitie 3300060276	Soil microbial communitie 3300061215	Soil microbial communitie 3300061210	
KO:K12897	transformer-2 protein	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	
KO:K12940	aminobenzoyl-glutamate utilization protein A	197	97	189	231	288	306	263	392	365	170	39	343	189	301	421	58	201	290	173	264	194	57	185	164	83	274	302	216	455	500	120	226	183	143	386	228	
KO:K12941	aminobenzoyl-glutamate utilization protein B	4532	3368	1879	957	1263	1320	3236	2667	981	3863	1085	1090	3334	1142	1501	1909	1306	1303	2917	2171	913	3621	2797	1235	4205	1285	927	688	3453	1571	1037	1295	1715	2028	2563	1440	
KO:K12942	aminobenzoyl-glutamate transport protein	215	271	336	459	588	976	747	907	785	285	84	328	346	647	679	90	253	580	185	463	423	49	289	248	70	604	436	531	1220	1223	228	508	461	440	876	544	
KO:K12943	lipoprotein YgeR	102	72	19	6	0	0	41	37	0	64	9	15	37	9	0	30	8	0	57	33	0	35	56	7	19	0	0	9	43	0	0	4	21	41	35	0	
KO:K12944	nucleoside triphosphatase [EC:3.6.1.-]	273	120	92	67	77	62	160	227	18	145	21	79	203	72	146	42	84	80	195	121	36	387	175	42	609	75	69	61	360	119	57	54	50	117	196	72	
KO:K12945	GDP-mannose pyrophosphatase NudK [EC:3.6.1.-]	0	0	15	16	52	62	0	9	32	6	0	29	15	28	70	0	8	69	0	16	30	0	11	19	5	39	23	33	9	39	0	14	10	0	14	24	
KO:K12950	manganese/zinc-transporting P-type ATPase C [EC:7.2.2.-]	22	0	0	23	81	57	10	65	51	16	0	14	10	38	54	0	20	63	0	23	14	13	16	20	6	22	10	20	21	120	0	22	20	0	56	32	
KO:K12952	cation-transporting P-type ATPase E [EC:7.2.2.-]	1478	1271	1029	1047	1136	1588	1313	1888	1169	1349	284	707	1256	974	1129	575	552	1000	1149	864	619	336	862	480	351	1071	895	695	1908	1866	501	625	941	987	1690	1083	
KO:K12953	cation-transporting P-type ATPase F [EC:7.2.2.-]	3061	2608	2267	1691	1310	1606	3202	4123	2366	2942	956	2096	2868	1006	992	1321	1791	833	2657	2163	988	444	1809	778	512	1645	868	1006	4469	2891	1364	1371	2542	2226	3591	955	
KO:K12954	cation-transporting P-type ATPase G [EC:7.2.2.-]	6	0	0	0	17	39	0	0	23	0	0	0	0	4	10	0	0	19	0	0	6	11	0	0	4	3	6	4	0	31	0	0	0	0	0	5	
KO:K12955	cation-transporting P-type ATPase I [EC:7.2.2.-]	21	4	31	33	28	57	39	63	35	52	0	6	14	25	0	5	17	26	39	12	5	0	14	5	3	16	15	0	31	57	4	4	21	3	19	21	
KO:K12956	copper-transporting P-type ATPase V [EC:7.2.2.8]	38	18	0	10	13	7	46	0	5	4	0	0	9	0	0	0	0	0	54	16	0	10	15	0	18	0	9	10	31	9	0	0	0	0	7	4	
KO:K12957	alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]	1004	651	439	413	524	606	572	716	531	801	113	464	669	557	589	303	315	693	556	561	334	750	777	408	823	522	586	356	937	749	226	387	582	378	627	633	
KO:K12960	5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	11328	7498	5930	5949	7641	9171	10399	11912	6706	10509	2848	5855	9717	7603	8926	5116	5491	7964	7649	8799	5587	8109	9148	5852	9484	7263	6029	5082	14590	11114	3755	6228	6743	7060	11912	8093	
KO:K12961	DnaA initiator-associating protein	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	15	4	5	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K12962	undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnE	23	10	6	12	0	0	8	46	0	24	8	0	35	0	0	7	16	0	10	6	8	0	7	0	16	0	8	15	31	6	0	4	4	0	22	20	
KO:K12963	undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnF	0	0	0	0	16	0	0	0	0	0	0	0	0	12	6	0	0	14	0	0	0	0	0	8	19	0	3	0	0	0	0	0	0	0	0	5	
KO:K12972	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	331	220	256	482	947	1438	395	452	705	519	142	346	373	810	1213	209	168	1137	312	480	604	103	535	522	244	532	790	638	375	1168	100	461	309	120	354	1122	
KO:K12973	lipid IVA palmitoyltransferase [EC:2.3.1.251]	0	0	19	116	126	220	38	87	91	0	0	19	0	138	112	0	20	136	0	37	87	6	23	43	0	73	110	99	50	158	0	45	38	0	54	164	
KO:K12974	KDO2-lipid IV(A) palmitoleoyltransferase [EC:2.3.1.242]	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K12975	KDO II ethanolaminephosphotransferase [EC:2.7.8.42]	0	0	5	21	16	21	4	26	13	0	0	4	0	15	19	0	11	41	0	33	24	0	14	16	0	8	12	22	0	15	0	12	4	0	13	27	
KO:K12976	lipid A 3-O-deacylase [EC:3.1.1.-]	221	145	157	212	403	435	246	252	303	362	82	312	269	434	653	191	205	452	200	320	335	173	376	243	167	355	370	298	337	541	96	330	137	131	362	501	
KO:K12978	lipid A 4'-phosphatase [EC:3.1.3.-]	269	212	140	326	545	747	401	578	482	474	176	293	271	632	635	208	236	593	236	417	485	61	442	391	94	442	621	383	550	674	99	450	288	251	515	768	
KO:K12979	beta-hydroxylase [EC:1.14.11.-]	26	5	7	68	167	266	49	30	106	109	22	103	24	227	248	50	36	278	23	102	143	28	125	109	17	103	179	109	75	240	0	63	36	0	80	261	
KO:K12980	lipid A oxidase	96	89	57	57	103	52	133	71	54	141	24	50	152	116	90	113	80	115	71	97	77	0	145	89	7	111	56	64	123	73	46	76	37	102	113	134	
KO:K12981	KDO transferase III [EC:2.4.99.-]	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K12982	heptosyltransferase I [EC:2.4.-.-]	124	164	79	160	279	301	344	224	184	105	44	71	91	225	246	53	56	261	82	158	180	54	108	140	43	209	214	202	301	294	28	177	97	86	202	308	
KO:K12983	UDP-glucose:(glucosyl)LPS beta-1,3-glucosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
KO:K12984	(heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]	500	390	240	250	197	271	393	457	308	510	78	160	437	295	295	196	214	330	441	258	160	284	249	156	340	263	220	189	706	386	141	210	284	258	553	224	
KO:K12987	alpha-1,6-rhamnosyltransferase [EC:2.4.1.-]	4	9	0	0	0	0	0	0	0	11	0	0	0	6	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	
KO:K12988	alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]	0	0	8	18	15	34	17	28	47	0	4	10	6	23	62	4	0	31	4	24	20	7	10	18	16	14	9	14	30	70	0	24	11	9	26	46	
KO:K12989	mannosyltransferase [EC:2.4.1.-]	100	26	29	33	79	102	56	73	40	59	7	49	40	87	114	43	55	117	56	81	84	19	58	41	42	122	74	64	48	65	28	54	30	37	34	116	
KO:K12990	rhamnosyltransferase [EC:2.4.1.-]	132	59	56	108	162	151	151	225	136	227	37	61	100	134	195	68	39	141	100	80	81	166	92	46	308	111	148	112	229	209	30	88	88	92	167	153	
KO:K12991	rhamnosyltransferase [EC:2.4.1.-]	0	5	0	0	0	12	15	6	5	0	0	0	3	0	8	0	0	0	0	3	0	0	6	0	0	0	0	0	15	9	7	0	5	0	8	0	
KO:K12992	rhamnosyltransferase [EC:2.4.1.-]	865	401	279	251	327	377	651	630	237	588	138	431	576	445	548	309	311	456	485	552	329	663	501	276	930	265	303	267	958	548	213	402	314	437	810	380	
KO:K12993	O-antigen biosynthesis alpha-1,2-mannosyltransferase [EC:2.4.1.371 2.4.1.-]	0	5	0	0	0	0	0	6	0	5	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	4	8	0	0	0	6	0	0	4	5	
KO:K12994	O-antigen biosynthesis alpha-1,3-mannosyltransferase [EC:2.4.1.349 2.4.1.-]	64	21	5	4	6	24	21	18	26	16	0	22	18	36	21	5	0	0	25	11	4	0	0	8	23	7	0	6	16	3	0	6	19	5	10	28	
KO:K12995	O-antigen biosynthesis alpha-1,3-mannosyltransferase [EC:2.4.1.348 2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	
KO:K12996	rhamnosyltransferase [EC:2.4.1.-]	102	32	13	7	0	0	7	23	0	59	0	0	17	0	0	5	11	3	64	12	0	31	39	5	25	0	0	0	38	0	16	0	10	6	21	4	
KO:K12997	rhamnosyltransferase [EC:2.4.1.-]	5	0	0	4	16	33	5	4	10	0	0	0	0	18	16	0	0	9	0	6	7	0	0	6	0	0	13	19	8	11	0	15	0	0	4	16	
KO:K12998	glucosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	4	3	0	
KO:K12999	glucosyltransferase [EC:2.4.1.-]	4	0	0	0	0	6	0	0	0	4	0	0	4	7	0	0	0	0	0	5	11	0	0	0	0	6	0	0	0	5	0	0	0	4	0	0	
KO:K13001	mannosyltransferase [EC:2.4.1.-]	0	0	0	42	18	36	14	20	41	0	0	10	0	38	32	0	0	22	0	15	29	9	0	10	30	21	48	47	27	53	0	27	18	0	12	56	
KO:K13002	glycosyltransferase [EC:2.4.1.-]	37	28	13	22	49	80	22	18	22	34	9	74	16	24	55	16	32	81	21	26	55	112	35	20	75	34	61	46	22	30	0	36	10	0	38	60	
KO:K13003	glycosyltransferase WbtG [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
KO:K13005	abequosyltransferase [EC:2.4.1.60]	118	51	23	50	81	94	136	114	101	73	16	40	64	130	133	29	46	98	56	78	72	180	102	58	312	47	90	59	167	107	11	66	44	38	74	102	
KO:K13006	UDP-perosamine 4-acetyltransferase [EC:2.3.1.-]	59	30	24	17	27	30	33	51	0	59	5	15	27	28	49	14	9	38	63	48	25	47	32	19	99	27	11	16	60	36	5	19	21	18	15	21	
KO:K13007	Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]	97	72	106	188	247	283	256	328	293	206	59	247	106	277	327	44	154	299	113	228	232	121	142	130	76	221	214	263	413	509	82	263	198	182	325	244	
KO:K13009	O-antigen polymerase [EC:2.4.1.-]	4	0	0	0	3	0	13	8	6	9	0	0	0	0	0	0	0	0	0	12	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
KO:K13010	perosamine synthetase [EC:2.6.1.102]	19212	11296	6163	3996	4747	5586	11011	11394	4533	14170	2962	6074	10762	4556	5863	6379	5150	4571	11646	7382	3321	15453	9394	4141	18019	5090	4106	2854	15141	7160	4041	4343	6659	7030	11650	4667	
KO:K13012	O-antigen biosynthesis protein WbqP	117	43	51	178	237	353	148	189	320	130	32	175	83	310	399	68	106	233	95	171	165	226	217	122	228	213	202	175	192	437	51	196	144	74	225	220	
KO:K13013	O-antigen biosynthesis protein WbqV	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K13014	undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]	1044	610	556	696	977	1297	1046	1173	996	1278	374	928	1072	1126	1211	639	762	1227	1001	906	876	1424	1264	826	1256	1037	1138	681	1448	1471	444	908	600	698	1309	1201	
KO:K13015	UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]	10604	6849	4907	3549	4483	5210	7809	8064	4447	10225	2429	5101	7737	4908	5212	4820	4633	4613	7841	6648	3628	7568	7595	4068	8788	4867	3901	3147	10909	6461	3299	4176	5153	5443	9031	4628	
KO:K13016	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	625	502	146	136	239	311	357	443	244	631	89	260	361	308	436	297	129	288	520	312	194	162	330	170	336	200	264	243	540	505	156	304	245	243	452	314	
KO:K13017	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98]	1519	995	645	594	985	1178	1492	1564	1050	1460	245	1331	1072	1079	1342	690	879	1013	1238	1332	744	1262	1308	782	1031	1216	960	664	1951	1538	475	648	940	770	1670	1113	
KO:K13018	UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]	5455	3352	1864	1274	1950	2426	3651	3691	1628	5029	966	1944	3363	2002	2536	2047	1593	2061	4017	2703	1517	4057	3145	1628	4813	1930	1536	1227	5003	2825	1178	1674	2190	2512	3737	1904	
KO:K13019	UDP-GlcNAc3NAcA epimerase [EC:5.1.3.23]	2255	1348	756	517	835	789	1619	1593	635	2063	429	666	1549	667	963	929	721	573	1656	1146	538	1837	1352	623	1964	705	573	500	2370	1106	629	739	939	1090	1660	787	
KO:K13020	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	4273	2585	1305	1298	1771	2076	2684	3016	1606	3051	546	1703	2178	1505	1785	1050	1135	1816	2493	1929	1162	2247	2036	1000	2584	1512	1452	1035	3886	2419	780	1171	1429	1630	2863	1643	
KO:K13021	MFS transporter, ACS family, tartrate transporter	601	452	329	592	1105	1144	467	859	654	795	240	405	614	1061	1297	411	400	1351	449	787	838	257	1015	619	363	796	890	724	550	1041	153	700	440	296	767	1460	
KO:K13028	aldoxime dehydratase [EC:4.99.1.5]	0	5	0	0	7	12	12	8	0	0	0	0	6	14	13	0	0	26	15	0	0	0	0	0	0	0	12	0	7	0	0	0	0	0	6	19	
KO:K13035	beta-cyano-L-alanine hydratase/nitrilase [EC:3.5.5.4 4.2.1.65]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	
KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	11435	7032	5189	5206	6949	8130	8702	9488	6053	10425	2590	5054	7811	6144	6742	4561	4740	6338	7879	7315	4630	7619	7557	4599	9245	5867	5869	4258	11372	8821	3054	4802	5658	5474	9497	6637	
KO:K13039	sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79]	327	198	93	330	464	541	319	435	187	377	56	124	284	537	699	149	167	615	230	421	391	362	365	375	450	370	416	315	465	548	132	453	269	138	398	694	
KO:K13040	two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]	9	0	16	30	78	55	14	79	82	18	4	218	18	63	57	0	39	42	0	54	29	11	17	15	0	76	75	40	61	46	22	45	34	22	47	50	
KO:K13041	two-component system, LuxR family, response regulator TtrR	26	0	6	22	81	65	19	25	27	0	4	0	0	108	57	0	0	75	0	42	56	0	26	24	9	17	15	19	32	42	0	55	0	8	21	57	
KO:K13043	N-succinyl-L-ornithine transcarbamylase [EC:2.1.3.11]	0	4	0	10	6	31	0	0	3	6	0	21	0	3	29	0	3	17	5	0	3	0	0	0	0	9	15	0	0	8	0	3	4	5	0	6	
KO:K13048	carboxypeptidase Ss1 [EC:3.4.17.-]	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	29	0	0	0	0	0	0	0	0	0	0	0	
KO:K13049	carboxypeptidase PM20D1 [EC:3.4.17.-]	994	1001	714	772	946	1242	1508	1552	859	1341	340	337	1122	987	1324	564	672	1036	794	1045	672	357	1025	612	405	963	751	837	2242	1449	534	782	890	965	1508	1000	
KO:K13051	L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]	2570	1417	853	629	951	1208	1664	1820	815	1667	336	629	1337	698	933	608	554	989	1491	1066	543	2765	1257	640	3210	796	703	553	2177	1194	462	617	806	995	1540	935	
KO:K13052	cell division protein DivIC	260	123	21	12	23	91	75	104	53	119	5	54	40	48	85	44	16	27	108	62	43	23	59	13	102	11	36	59	98	51	30	49	28	47	69	71	
KO:K13053	cell division inhibitor SulA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	5	
KO:K13057	trehalose synthase [EC:2.4.1.245]	2497	1385	988	844	1336	1413	1563	1471	979	2343	562	1375	1798	1429	1556	1036	1024	1357	1730	1663	1127	2136	1898	1259	2390	1625	1109	925	1967	1690	722	1048	1148	1167	2084	1451	
KO:K13058	mannosylfructose-phosphate synthase [EC:2.4.1.246]	56	15	11	8	37	85	14	13	32	7	14	24	7	112	137	10	8	69	26	10	83	13	43	46	10	7	52	27	29	59	0	14	11	10	44	93	
KO:K13059	N-acetylhexosamine 1-kinase [EC:2.7.1.162]	17	15	4	33	30	16	18	57	19	28	6	12	16	29	45	20	3	24	30	20	46	8	9	12	24	11	27	7	47	61	0	11	11	4	32	23	
KO:K13060	acyl homoserine lactone synthase [EC:2.3.1.184]	0	0	0	0	0	0	0	0	5	15	0	0	12	4	5	5	0	6	0	0	6	0	6	0	0	0	4	0	0	6	0	0	0	0	4	0	
KO:K13061	acyl homoserine lactone synthase [EC:2.3.1.184]	0	0	6	6	12	6	4	8	18	0	0	54	14	23	12	0	20	15	0	23	38	0	14	13	0	29	48	12	8	19	5	17	14	7	25	25	
KO:K13063	2-amino-4-deoxychorismate synthase [EC:2.6.1.86]	29	33	5	20	42	37	24	0	13	39	7	21	34	15	42	10	21	90	41	9	33	4	33	13	19	0	14	16	27	87	0	5	8	27	38	50	
KO:K13065	shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133]	22	7	13	32	46	47	43	38	37	12	0	0	12	55	42	8	12	32	18	45	31	7	7	11	0	45	26	32	60	57	0	23	18	25	41	44	
KO:K13069	diguanylate cyclase [EC:2.7.7.65]	78	168	80	240	210	360	511	282	263	108	35	222	93	338	322	51	48	359	101	240	135	77	101	63	9	204	266	162	540	471	28	106	196	118	285	205	
KO:K13074	biflaviolin synthase [EC:1.14.19.69]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K13075	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]	3020	1835	1357	1095	2111	2154	2271	2414	1310	3361	1026	1871	2596	2262	2953	1684	1696	2554	2309	2595	1521	3022	2990	1727	3130	1871	1626	1358	3419	2638	1016	1585	1626	1806	3043	2686	
KO:K13085	phosphatidylinositol-4,5-bisphosphate 4-phosphatase [EC:3.1.3.78]	0	0	0	0	5	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	7	0	0	0	0	0	5	3	0	6	0	0	0	0	0	0	
KO:K13086	mannosylfructose-6-phosphate phosphatase [EC:3.1.3.79]	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	
KO:K13091	RNA-binding protein 23/39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	19	0	0	0	0	0	0	0	9	
KO:K13095	splicing factor 1	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	0	
KO:K13103	tuftelin-interacting protein 11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K13106	pre-mRNA-splicing factor CWC26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
KO:K13108	smad nuclear-interacting protein 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K13109	IK cytokine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
KO:K13116	ATP-dependent RNA helicase DDX41 [EC:3.6.4.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
KO:K13126	polyadenylate-binding protein	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K13137	serine-threonine kinase receptor-associated protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K13138	integrator complex subunit 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
KO:K13148	integrator complex subunit 11 [EC:3.1.27.-]	0	0	0	7	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	0	
KO:K13172	serine/arginine repetitive matrix protein 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	
KO:K13184	ATP-dependent RNA helicase A [EC:3.6.4.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5	
KO:K13195	cold-inducible RNA-binding protein	6852	3932	2405	1634	1985	2339	4108	3933	2064	6182	1372	2231	4658	2299	2682	2789	2173	2006	4529	3274	1723	5054	3704	1916	6121	2064	1643	1349	5897	3057	1596	1917	2403	3036	4397	2087	
KO:K13199	plasminogen activator inhibitor 1 RNA-binding protein	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	
KO:K13208	ELAV like protein 2/3/4	7	0	0	0	0	0	0	0	0	9	0	0	11	0	0	7	0	0	8	0	0	59	0	0	0	0	0	0	0	12	0	0	0	0	0	0	
KO:K13236	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial [EC:1.3.1.124]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	
KO:K13237	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], peroxisomal [EC:1.3.1.124]	40	37	5	6	0	21	16	25	8	34	0	0	0	3	12	6	0	13	23	13	10	44	21	20	11	4	31	4	26	9	0	6	37	20	18	25	
KO:K13238	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]	107	126	73	57	78	108	270	289	105	195	41	109	213	75	55	64	113	75	156	119	51	24	160	63	66	111	73	45	352	100	95	81	122	151	253	89	
KO:K13239	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	
KO:K13243	c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]	4	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	5	0	0	14	0	16	16	0	0	0	0	3	16	
KO:K13246	c-di-GMP phosphodiesterase [EC:3.1.4.52]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K13247	L-gulonate 3-dehydrogenase [EC:1.1.1.45]	75	21	42	48	166	236	101	99	47	251	111	67	135	215	134	154	42	196	70	93	100	24	161	130	80	109	129	85	116	142	37	89	56	25	91	226	
KO:K13252	putrescine carbamoyltransferase [EC:2.1.3.6]	523	548	297	127	123	70	407	459	172	543	155	140	546	129	60	246	208	48	401	272	67	229	307	123	281	223	71	73	635	205	156	149	304	392	387	59	
KO:K13256	protein PsiE	12	10	52	241	320	449	158	279	434	45	41	198	59	394	527	39	76	474	29	198	280	30	145	183	0	253	403	423	266	630	27	252	153	58	161	427	
KO:K13274	cell wall-associated protease [EC:3.4.21.-]	11	0	0	0	14	46	8	0	0	6	0	11	0	8	13	0	13	40	15	7	4	0	0	0	0	6	17	13	0	25	0	4	6	0	29	6	
KO:K13275	major intracellular serine protease [EC:3.4.21.-]	9	0	0	0	0	0	5	0	0	0	0	3	0	15	11	0	0	0	9	0	7	0	0	7	6	0	0	0	0	0	0	8	0	0	0	12	
KO:K13276	bacillopeptidase F [EC:3.4.21.-]	245	179	66	45	5	11	105	131	48	223	13	28	90	17	48	59	6	22	126	93	18	120	56	18	178	29	32	4	136	60	46	29	70	82	145	43	
KO:K13277	minor extracellular protease Epr [EC:3.4.21.-]	98	37	22	0	27	19	53	34	0	153	65	0	29	29	27	20	15	16	12	25	6	57	50	33	24	12	21	11	27	13	24	10	13	19	28	14	
KO:K13278	60kDa lysophospholipase [EC:3.1.1.5 3.1.1.47 3.5.1.1]	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K13280	signal peptidase I [EC:3.4.21.89]	2659	1449	975	620	702	674	1748	2069	726	1802	486	681	1521	593	685	844	790	406	1753	1288	596	2181	1342	746	2448	894	568	478	2143	1093	702	830	1333	1203	1711	582	
KO:K13281	UV DNA damage endonuclease [EC:3.-.-.-]	1850	1293	1077	641	526	591	1670	1960	814	1437	495	700	1375	616	634	798	728	389	1262	1166	561	569	1175	483	590	696	440	422	2351	1051	783	798	1278	1101	1730	587	
KO:K13282	cyanophycinase [EC:3.4.15.6]	2147	1755	1303	1389	1807	2910	2025	2221	1853	1668	361	980	1495	1909	2112	677	845	2002	1387	1522	918	837	1277	846	1018	1471	1683	1109	2858	2695	585	1221	1192	1244	2224	2001	
KO:K13283	ferrous-iron efflux pump FieF	411	244	255	307	331	344	635	686	319	691	173	271	482	227	368	337	324	224	319	408	238	368	390	215	277	391	230	197	945	517	229	223	383	358	754	252	
KO:K13288	oligoribonuclease [EC:3.1.-.-]	284	279	424	1113	1466	2166	847	991	1381	520	253	905	524	1603	1777	228	469	1806	380	896	979	163	755	823	122	990	1239	1084	1227	2071	206	979	713	447	952	1428	
